bowler_type,strike_rate,strike_rate_std,wickets,deliveries_per_wicket,deliveries,batter,index
Right arm Legbreak,33.333,0.5773502691896258,0,inf,3,HMRKB Herath,
Left arm Fast,66.667,0.5163977794943223,0,inf,6,GJ Bailey,
Left arm Orthodox,91.429,1.5218299466611314,2,17.5,35,GJ Bailey,
Right arm Fast,166.129,1.7102612208323094,5,24.8,124,GJ Bailey,
Right arm Legbreak,143.75,1.8962682651284688,0,inf,16,GJ Bailey,
Right arm Offbreak,147.5,1.66098186609417,3,26.667,80,GJ Bailey,
Left arm Fast,100.0,,0,inf,1,XJ Doherty,
Right arm Fast,100.0,1.224744871391589,0,inf,5,XJ Doherty,
Right arm Legbreak,100.0,,0,inf,1,XJ Doherty,
Right arm Offbreak,100.0,1.414213562373095,0,inf,9,XJ Doherty,
Left arm Fast,126.667,1.869555587629877,2,7.5,15,RE Levi,
Left arm Orthodox,127.586,1.9253302448473972,2,14.5,29,RE Levi,
Right arm Fast,200.0,2.2995946584605598,3,20.0,60,RE Levi,
Right arm Offbreak,75.0,1.712255291076124,1,12.0,12,RE Levi,
Left arm Orthodox,100.0,0.8944271909999159,1,11.0,11,MK Tiwary,
Right arm Fast,60.0,0.5477225575051661,0,inf,5,MK Tiwary,
Right arm Offbreak,100.0,,0,inf,1,MK Tiwary,
Left arm Orthodox,77.778,0.8333333333333334,0,inf,9,NE Bonner,
Right arm Fast,68.966,1.1371470653683553,2,14.5,29,NE Bonner,
Right arm Fast,0.0,0.0,1,2.0,2,DO Christian,
Right arm Fast,87.5,1.3102162671355697,0,inf,16,SG Borthwick,
Left arm Fast,0.0,,1,1.0,1,JW Dernbach,
Left arm Orthodox,100.0,,0,inf,1,JW Dernbach,
Right arm Fast,170.0,1.636391694484477,0,inf,10,JW Dernbach,
Right arm Legbreak,66.667,0.7071067811865476,0,inf,9,JW Dernbach,
Left arm Orthodox,0.0,0.0,1,2.0,2,MC Bascombe,
Right arm Fast,42.857,0.7867957924694432,0,inf,7,MC Bascombe,
Left arm Fast,120.0,1.6431676725154984,0,inf,5,Awais Zia,
Left arm Orthodox,50.0,0.7559289460184545,0,inf,8,Awais Zia,
Right arm Fast,111.364,1.5434167637271248,1,44.0,44,Awais Zia,
Right arm Offbreak,28.571,0.4879500364742666,1,7.0,7,Awais Zia,
Right arm Fast,100.0,0.0,0,inf,2,Hammad Azam,
Left arm Fast,100.0,1.3522468075656264,2,18.0,36,HDRL Thirimanne,
Left arm Orthodox,0.0,,1,1.0,1,HDRL Thirimanne,
Right arm Fast,143.86,1.636825584779108,3,19.0,57,HDRL Thirimanne,
Right arm Legbreak,57.143,1.0894095588038444,2,7.0,14,HDRL Thirimanne,
Right arm Offbreak,113.415,1.403366280267339,2,41.0,82,HDRL Thirimanne,
Left arm Fast,83.333,1.2535663410560176,0,inf,36,Nasir Jamshed,
Left arm Orthodox,44.444,0.5113099925649136,4,4.5,18,Nasir Jamshed,
Left arm Wrist spin,161.538,1.660244035197915,0,inf,13,Nasir Jamshed,
Right arm Fast,117.647,1.587274921043949,5,23.8,119,Nasir Jamshed,
Right arm Offbreak,94.737,1.393951575820543,3,12.667,38,Nasir Jamshed,
Left arm Fast,83.333,0.408248290463863,0,inf,6,ST Finn,
Left arm Orthodox,33.333,0.5773502691896258,0,inf,3,ST Finn,
Right arm Fast,120.0,1.6431676725154984,0,inf,5,ST Finn,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,ST Finn,
Right arm Offbreak,0.0,0.0,0,inf,2,ST Finn,
Right arm Fast,100.0,,0,inf,1,GE Mathurin,
Right arm Fast,100.0,0.6324555320336759,1,6.0,6,AM Ellis,
Right arm Offbreak,33.333,0.5773502691896258,1,3.0,3,AM Ellis,
Right arm Fast,0.0,,1,1.0,1,Shakeel Ansar,
Right arm Offbreak,110.0,1.1005049346146119,0,inf,10,KS Lokuarachchi,
Left arm Fast,62.5,1.0878112581387147,1,16.0,16,SMSM Senanayake,
Left arm Orthodox,0.0,0.0,0,inf,3,SMSM Senanayake,
Right arm Fast,96.154,1.3410673131731825,3,8.667,26,SMSM Senanayake,
Right arm Offbreak,70.0,0.6749485577105528,1,10.0,10,SMSM Senanayake,
Left arm Fast,125.0,1.8929694486000914,0,inf,4,RMS Eranga,
Right arm Fast,0.0,0.0,1,2.0,2,RMS Eranga,
Right arm Offbreak,50.0,0.7071067811865476,0,inf,2,RMS Eranga,
Left arm Fast,190.909,2.165850662190053,1,11.0,11,JC Tredwell,
Right arm Fast,75.0,0.5,1,4.0,4,JC Tredwell,
Right arm Fast,0.0,,0,inf,1,PP Chawla,
Right arm Fast,60.0,0.5477225575051661,0,inf,5,Fawad Ahmed,
Right arm Fast,152.381,1.7781745588959377,1,21.0,21,RM Hira,
Left arm Fast,0.0,,1,1.0,1,MJ McClenaghan,
Right arm Fast,87.5,1.3562026818605375,0,inf,8,MJ McClenaghan,
Left arm Fast,120.93,1.5668916687700938,3,14.333,43,H Davids,
Left arm Orthodox,128.571,1.4373357526806552,0,inf,14,H Davids,
Right arm Fast,131.818,1.6442211540614613,1,22.0,22,H Davids,
Right arm Legbreak,50.0,0.5773502691896257,1,4.0,4,H Davids,
Right arm Offbreak,108.333,1.5580552724098262,1,24.0,24,H Davids,
Left arm Fast,120.0,1.6431676725154984,0,inf,5,KJ Abbott,
Right arm Fast,133.333,1.224744871391589,0,inf,9,KJ Abbott,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,KJ Abbott,
Right arm Fast,44.444,1.3333333333333335,0,inf,9,Raza Hasan,
Right arm Offbreak,33.333,0.5773502691896258,0,inf,3,Raza Hasan,
Right arm Fast,181.25,2.344319375284292,0,inf,16,BCJ Cutting,
Right arm Offbreak,0.0,,1,1.0,1,BCJ Cutting,
Left arm Fast,150.0,0.8366600265340756,1,6.0,6,D Wiese,
Left arm Orthodox,88.889,0.6009252125773314,0,inf,9,D Wiese,
Right arm Fast,146.875,1.8662429914739949,3,10.667,32,D Wiese,
Right arm Legbreak,62.5,0.7440238091428449,1,8.0,8,D Wiese,
Right arm Offbreak,116.667,1.1146408580454257,0,inf,12,D Wiese,
Left arm Fast,66.667,0.5773502691896258,0,inf,3,Zulfiqar Babar,
Right arm Fast,100.0,,0,inf,1,Zulfiqar Babar,
Left arm Fast,50.0,0.5773502691896257,0,inf,4,Mohammad Irfan,
Right arm Fast,100.0,,0,inf,1,Mohammad Irfan,
Right arm Fast,125.0,1.2817398889233114,1,8.0,8,Bilawal Bhatti,
Right arm Offbreak,0.0,,1,1.0,1,Bilawal Bhatti,
Right arm Fast,66.667,0.5773502691896258,0,inf,3,Usman Shinwari,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,KOA Powell,
Right arm Fast,66.667,1.2110601416389968,0,inf,6,KOA Powell,
Right arm Offbreak,116.667,1.602081978759722,1,6.0,6,KOA Powell,
Left arm Fast,40.0,0.894427190999916,0,inf,5,AT Rayudu,
Right arm Fast,25.0,0.5,1,4.0,4,AT Rayudu,
Right arm Fast,77.778,1.3944333775567928,1,9.0,9,MA Carberry,
Left arm Fast,14.286,0.37796447300922725,1,7.0,7,KDK Vithanage,
Left arm Orthodox,0.0,0.0,0,inf,2,KDK Vithanage,
Right arm Fast,138.889,1.7197431028701005,2,9.0,18,KDK Vithanage,
Right arm Offbreak,175.0,1.4880476182856899,0,inf,8,KDK Vithanage,
Left arm Fast,81.818,1.4012980994907414,1,11.0,11,AP Devcich,
Left arm Orthodox,250.0,1.7320508075688772,0,inf,4,AP Devcich,
Right arm Fast,104.545,1.8381479480139453,0,inf,22,AP Devcich,
Right arm Offbreak,83.333,1.1146408580454255,2,6.0,12,AP Devcich,
Left arm Orthodox,50.0,0.7071067811865476,0,inf,2,JM Muirhead,
Right arm Fast,100.0,,0,inf,1,JM Muirhead,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,JM Muirhead,
Right arm Offbreak,0.0,0.0,1,2.0,2,JM Muirhead,
Right arm Legbreak,100.0,,0,inf,1,DE Bollinger,
Left arm Orthodox,85.714,0.37796447300922725,0,inf,7,Saad Nasim,
Right arm Fast,100.0,2.0701966780270626,1,8.0,8,Saad Nasim,
Right arm Offbreak,83.333,0.408248290463863,0,inf,6,Saad Nasim,
Left arm Fast,66.667,0.5773502691896258,0,inf,3,Anwar Ali,
Left arm Orthodox,214.286,2.734262327610589,0,inf,7,Anwar Ali,
Right arm Fast,139.286,1.7917358790618279,4,7.0,28,Anwar Ali,
Right arm Offbreak,255.556,2.242270674512285,0,inf,9,Anwar Ali,
Right arm Fast,100.0,,0,inf,1,CJ Boyce,
Left arm Orthodox,180.0,2.14993539954628,1,10.0,10,GH Worker,
Right arm Fast,62.5,1.0246950765959597,0,inf,16,GH Worker,
Left arm Fast,33.333,0.5773502691896258,1,3.0,3,AM Phangiso,
Left arm Wrist spin,66.667,0.5773502691896258,0,inf,3,AM Phangiso,
Right arm Fast,70.588,0.9851843661437779,1,17.0,17,AM Phangiso,
Right arm Legbreak,66.667,0.5163977794943222,0,inf,6,AM Phangiso,
Left arm Fast,37.5,0.5175491695067657,1,8.0,8,Mukhtar Ahmed,
Right arm Fast,0.0,0.0,1,4.0,4,Mukhtar Ahmed,
Right arm Offbreak,60.0,0.8944271909999159,0,inf,5,Mukhtar Ahmed,
Left arm Fast,114.706,1.7079555906010089,3,11.333,34,UT Khawaja,
Left arm Orthodox,176.923,1.832750490103429,1,13.0,13,UT Khawaja,
Right arm Fast,170.455,1.7729169953228041,1,44.0,44,UT Khawaja,
Right arm Legbreak,14.286,0.37796447300922725,0,inf,7,UT Khawaja,
Right arm Offbreak,75.0,0.44721359549995787,1,16.0,16,UT Khawaja,
Left arm Fast,350.0,3.5355339059327378,0,inf,2,PM Nevill,
Left arm Orthodox,300.0,,0,inf,1,PM Nevill,
Right arm Fast,240.0,2.5099800796022267,0,inf,5,PM Nevill,
Right arm Legbreak,100.0,1.4142135623730951,1,2.0,2,PM Nevill,
Left arm Fast,81.818,0.873862897505303,1,11.0,11,Rafatullah Mohmand,
Left arm Orthodox,116.667,1.4719601443879746,0,inf,6,Rafatullah Mohmand,
Right arm Fast,88.0,1.3638181696985858,1,25.0,25,Rafatullah Mohmand,
Right arm Legbreak,20.0,0.4472135954999579,1,5.0,5,Rafatullah Mohmand,
Left arm Fast,0.0,,1,1.0,1,Imran Khan (1),
Right arm Fast,0.0,0.0,0,inf,5,MM Sharma,
Left arm Fast,0.0,,0,inf,1,RLB Rambukwella,
Left arm Orthodox,100.0,0.6324555320336759,0,inf,6,RLB Rambukwella,
Right arm Legbreak,144.444,2.185812841434,0,inf,9,RLB Rambukwella,
Right arm Fast,50.0,0.5773502691896257,0,inf,4,KMC Bandara,
Left arm Fast,0.0,,1,1.0,1,TB de Bruyn,
Right arm Fast,175.0,1.864744681524183,0,inf,12,TB de Bruyn,
Right arm Legbreak,166.667,2.0816659994661326,1,3.0,3,TB de Bruyn,
Left arm Fast,66.667,1.1547005383792517,1,3.0,3,ST de Silva,
Left arm Orthodox,25.0,0.5,1,4.0,4,ST de Silva,
Left arm Fast,76.923,1.3634420996046583,0,inf,13,Khurram Manzoor,
Right arm Fast,0.0,0.0,0,inf,6,Khurram Manzoor,
